,solver,jit_time,ave_run_time,ave_distance,jit_grad_time,jit_vmap_time,ave_grad_run_time,construction_time,step_count,tol,cpus,gpus,cheb_order,exp_order,vmap,num_inputs,test
183,dyson,3.7678911685943604,1.4595366263389586,5.41241000812895e-07,11.015377044677734,4.409679412841797,3.299568467140198,2.782376289367676,20000.0,0.0,1,0,0,5,1,1,0
184,dyson,7.478988409042358,4.064215242862701,2.168751559111686e-07,99.05185651779175,46.2207088470459,8.444674787521363,13.47967267036438,20000.0,0.0,1,0,1,4,1,10,0
185,dyson,8.196975946426392,1.393303587436676,1.757795046732614e-08,25.84657621383667,9.381311416625977,4.065391192436218,6.304989576339722,50000.0,0.0,64,0,1,4,1,1,0
186,dyson,11.409570455551147,2.3488306522369387,3.517652321375072e-09,32.32663536071777,12.700133323669434,6.451308343410492,24.847811937332153,50000.0,0.0,64,0,2,4,1,1,0
187,magnus,11.792840003967285,3.924206943511963,3.6480264910167583e-07,34.004960775375366,11.868929624557495,14.215879294872284,309.0112268924713,10000.0,0.0,64,0,1,5,1,1,0
188,dyson,5.867032766342163,1.284388244152069,8.638441435542643e-08,17.31195831298828,6.8717262744903564,3.6011257147789,2.773252248764038,50000.0,0.0,64,0,0,5,1,1,0
189,dyson,13.246883869171143,8.700690476894378,9.126317922251172e-08,32.48686408996582,14.875477313995361,17.194498999118807,29.071109533309937,20000.0,0.0,1,0,1,5,1,1,0
190,dyson,9.80931544303894,1.9021439695358275,1.4589966525304374e-08,28.579095125198364,10.951174020767212,5.1597828197479245,13.131681203842163,50000.0,0.0,64,0,1,5,1,1,0
191,magnus,19.800724267959595,7.687438473701477,3.638431600681471e-07,303.26259303092957,93.61372423171997,23.980771315097808,36.39180374145508,10000.0,0.0,1,0,1,4,1,10,0
192,magnus,25.842937231063843,10.971363341808319,6.420323619686157e-09,77.32525873184204,26.74825620651245,30.41548239469528,390.6653735637665,10000.0,0.0,1,0,2,4,1,1,0
193,dyson,15.600360631942749,5.104815654754638,1.3268611025028254e-10,46.260369062423706,17.44234871864319,13.802533690929414,98.1736707687378,50000.0,0.0,64,0,2,5,1,1,0
194,dyson,19.220096111297607,16.738253729343413,1.3559897528639527e-07,321.99788880348206,178.29516410827637,29.586993012428284,75.7369909286499,20000.0,0.0,1,0,2,4,1,10,0
195,dyson,4.005478858947754,1.645882751941681,5.412410007778485e-07,48.744821310043335,19.79353904724121,3.683672134876251,3.1014206409454346,20000.0,0.0,1,0,0,5,1,10,0
196,magnus,14.962645292282104,5.3922273993492125,2.1841568889215702e-06,48.25182890892029,14.824211359024048,19.530129861831664,6.441516876220703,10000.0,0.0,1,0,0,5,1,1,0
197,dyson,1.740039348602295,0.2602335214614868,0.010874247728263698,12.40760588645935,4.70211935043335,0.7632294726371766,3.4755234718322754,10000.0,0.0,64,0,0,2,1,10,0
198,dyson,2.020437717437744,0.2671661925315857,0.010874332546942646,13.5602445602417,4.994393825531006,0.771010410785675,4.74981689453125,10000.0,0.0,64,0,1,2,1,10,0
199,dyson,2.358485698699951,0.2677262139320373,0.01087463919219259,14.182932615280151,5.243334054946899,0.7830542826652527,7.997186899185181,10000.0,0.0,64,0,2,2,1,10,0
200,dyson,1.8594834804534912,0.26409260749816893,0.000493856401439029,12.934290885925293,4.8090996742248535,0.7557194471359253,3.006516933441162,10000.0,0.0,64,0,0,3,1,10,0
201,dyson,2.434091329574585,0.2700132608413696,0.000493827522654647,15.127272129058838,5.70466160774231,0.8479751253128052,6.756141662597656,10000.0,0.0,64,0,1,3,1,10,0
202,dyson,3.688236713409424,0.35733617067337037,0.0004938125461717485,19.57051992416382,7.230646133422852,1.0266055965423584,17.81873393058777,10000.0,0.0,64,0,2,3,1,10,0
203,dyson,2.0787339210510254,0.2745273280143738,3.5596882183482036e-06,13.821101188659668,5.1131751537323,0.7979166984558106,3.904829263687134,10000.0,0.0,64,0,0,4,1,10,0
204,dyson,3.2962872982025146,0.35673912048339845,2.3512695181065385e-06,19.49400520324707,7.452336072921753,1.0425628113746643,11.424298286437988,10000.0,0.0,64,0,1,4,1,10,0
205,magnus,28.841344594955444,13.173644778728486,6.420323658281294e-09,445.8416635990143,155.35815930366516,33.95054187059402,405.65035486221313,10000.0,0.0,1,0,2,4,1,10,0
206,dyson,13.977821350097656,10.538112111091614,9.126317889510539e-08,217.2092206478119,118.33516192436218,19.472268505096437,31.041107177734375,20000.0,0.0,1,0,1,5,1,10,0
207,dyson,5.394529819488525,0.9803595495223999,2.0562113930729677e-06,34.60165286064148,16.224350690841675,2.0626458597183226,44.18988490104675,10000.0,0.0,64,0,2,4,1,10,0
208,dyson,2.6890227794647217,0.27188400983810423,2.1859056395248465e-06,14.341608047485352,5.15982723236084,0.7911367893218995,3.9500153064727783,10000.0,0.0,64,0,0,5,1,10,0
209,dyson,4.262990713119507,0.593162522315979,3.752940719895967e-07,25.24237322807312,10.632309675216675,1.4108344864845277,22.308403730392456,10000.0,0.0,64,0,1,5,1,10,0
210,magnus,21.955780267715454,9.010752148628235,3.6481036023476834e-07,68.14683842658997,22.446414470672607,26.790368838310243,261.78429079055786,10000.0,0.0,1,0,1,5,1,1,0
211,magnus,16.337741136550903,4.652121014595032,1.3094054825884163e-09,44.002116203308105,16.538461208343506,15.901708443164825,6624.585240364075,10000.0,0.0,64,0,2,5,1,1,0
212,dyson,8.616199254989624,3.079433159828186,7.126529068224286e-08,76.12010908126831,39.124059200286865,5.825994489192962,155.364741563797,10000.0,0.0,64,0,2,5,1,10,0
213,dyson,2.2073261737823486,0.5127364826202393,0.0028099441634878175,20.076181650161743,7.16358208656311,1.4922760105133057,2.3688035011291504,20000.0,0.0,64,0,0,2,1,10,0
214,dyson,2.5699267387390137,0.5363466906547546,0.0028099665113630245,21.31664776802063,7.9919469356536865,1.5603418612480164,3.8841545581817627,20000.0,0.0,64,0,1,2,1,10,0
215,dyson,3.186896562576294,0.5646464014053345,0.0028100444171712375,24.42302441596985,8.82939863204956,1.6730691933631896,7.3768510818481445,20000.0,0.0,64,0,2,2,1,10,0
216,dyson,2.3814871311187744,0.5341219401359558,6.691001440743469e-05,22.452834606170654,7.788235902786255,1.5976250958442688,2.150766134262085,20000.0,0.0,64,0,0,3,1,10,0
217,dyson,3.1474785804748535,0.588451201915741,6.69018368603972e-05,24.75094246864319,9.017820835113525,1.7340797424316405,5.106079339981079,20000.0,0.0,64,0,1,3,1,10,0
218,magnus,17.08301615715027,6.469081563949585,2.184156888897142e-06,268.44780921936035,79.06307053565979,22.116304614543914,6.6656482219696045,10000.0,0.0,1,0,0,5,1,10,0
219,dyson,4.2183873653411865,0.7143837118148804,6.689985672228205e-05,31.00068497657776,12.306457757949829,2.131298904418945,13.458839893341064,20000.0,0.0,64,0,2,3,1,10,0
220,dyson,2.568119525909424,0.5612024688720703,6.041977467328166e-07,22.28928542137146,8.493408679962158,1.6124501156806945,2.3895392417907715,20000.0,0.0,64,0,0,4,1,10,0
221,dyson,3.7761571407318115,0.689669349193573,2.1686880096176033e-07,28.891781091690063,11.338737487792969,1.8863227105140685,9.162359714508057,20000.0,0.0,64,0,1,4,1,10,0
222,dyson,50.78392815589905,46.380152971744536,2.517721076220357e-09,126.04306387901306,60.84442329406738,86.93831734657287,288.99061489105225,20000.0,0.0,1,0,2,5,1,1,0
223,dyson,5.991693735122681,2.110127112865448,1.3559297942786495e-07,57.49366283416748,27.604610443115234,4.468651623725891,33.481024742126465,20000.0,0.0,64,0,2,4,1,10,0
224,magnus,13.492641687393188,7.373420712947845,2.829281222531414e-06,39.96467733383179,13.268971681594849,26.426950752735138,2.0862796306610107,20000.0,0.0,64,0,0,2,1,1,0
225,dyson,2.8197743892669678,0.5929878258705139,5.412333170151272e-07,24.251970052719116,9.20375394821167,1.7354717111587525,2.67246675491333,20000.0,0.0,64,0,0,5,1,10,0
226,dyson,3.6436400413513184,1.6353517699241638,0.0012564016492631238,10.506829261779785,4.254777431488037,3.778440976142883,3.224576711654663,30000.0,0.0,1,0,0,2,1,1,0
227,dyson,5.131084203720093,1.5174516558647155,9.125559482461466e-08,43.66024041175842,20.48818302154541,3.1623034501075744,18.447922706604004,20000.0,0.0,64,0,1,5,1,10,0
228,dyson,4.432156085968018,1.846142270565033,0.0012564116707277457,13.01774787902832,5.022542238235474,4.147309024333953,3.6456873416900635,30000.0,0.0,1,0,1,2,1,1,0
229,dyson,48.63141870498657,42.18638560533523,2.517721076220357e-09,110.7973084449768,55.738895893096924,80.89358841896058,272.2007791996002,20000.0,0.0,1,0,2,5,1,1,0
230,dyson,5.4496636390686035,2.1593142986297607,0.0012564464060529712,14.864019870758057,6.16798734664917,4.968158509731293,8.587292194366455,30000.0,0.0,1,0,2,2,1,1,0
